"id","main_expenditure_groups_ar","main_expenditure_groups_en","weight","year","month_ar","month_en","price_index"
"127"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2015","أكتوبر","October","101.57"
"327"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2017","فبراير","February","100.77"
"527"," مجموعة الصحة","Health group","0.85","2018","مايو","May","102.74"
"128"," مجموعة التعليم","Education group","8.48","2015","أكتوبر","October","106.07"
"328"," مجموعة التبغ","Tobacco group","0.35","2017","فبراير","February","98.71"
"528"," مجموعة النقل","Transport group","10.62","2018","مايو","May","113.28"
"129"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2015","أكتوبر","October","103.45"
"329"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2017","فبراير","February","107.75"
"529"," مجموعة الاتصالات","Communication group","5.22","2018","مايو","May","105.50"
"130"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2015","أكتوبر","October","103.58"
"330","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2017","فبراير","February","112.16"
"530"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2018","مايو","May","92.69"
"131","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2015","نوفمبر","November","105.02"
"331","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2017","فبراير","February","109.13"
"531"," مجموعة التعليم","Education group","8.48","2018","مايو","May","118.16"
"132"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2015","نوفمبر","November","101.38"
"332"," مجموعة الصحة","Health group","0.85","2017","فبراير","February","102.14"
"532"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2018","مايو","May","117.21"
"133"," مجموعة التبغ","Tobacco group","0.35","2015","نوفمبر","November","104.40"
"333"," مجموعة النقل","Transport group","10.62","2017","فبراير","February","103.18"
"533"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2018","مايو","May","118.34"
"134"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2015","نوفمبر","November","104.67"
"334"," مجموعة الاتصالات","Communication group","5.22","2017","فبراير","February","100.25"
"534","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2018","يونيو","June","110.91"
"135","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2015","نوفمبر","November","108.32"
"335"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2017","فبراير","February","103.95"
"535"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2018","يونيو","June","106.33"
"136","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2015","نوفمبر","November","110.17"
"336"," مجموعة التعليم","Education group","8.48","2017","فبراير","February","113.67"
"536"," مجموعة التبغ","Tobacco group","0.35","2018","يونيو","June","172.30"
"137"," مجموعة الصحة","Health group","0.85","2015","نوفمبر","November","102.08"
"337"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2017","فبراير","February","104.65"
"537"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2018","يونيو","June","107.15"
"138"," مجموعة النقل","Transport group","10.62","2015","نوفمبر","November","98.00"
"338"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2017","فبراير","February","121.04"
"538","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2018","يونيو","June","109.15"
"139"," مجموعة الاتصالات","Communication group","5.22","2015","نوفمبر","November","100.53"
"339","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2017","مارس","March","109.10"
"539","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2018","يونيو","June","112.15"
"140"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2015","نوفمبر","November","101.49"
"340"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2017","مارس","March","100.08"
"540"," مجموعة الصحة","Health group","0.85","2018","يونيو","June","102.75"
"141"," مجموعة التعليم","Education group","8.48","2015","نوفمبر","November","106.07"
"341"," مجموعة التبغ","Tobacco group","0.35","2017","مارس","March","99.52"
"541"," مجموعة النقل","Transport group","10.62","2018","يونيو","June","117.75"
"142"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2015","نوفمبر","November","103.30"
"342"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2017","مارس","March","109.11"
"542"," مجموعة الاتصالات","Communication group","5.22","2018","يونيو","June","105.40"
"143"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2015","نوفمبر","November","103.60"
"343","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2017","مارس","March","112.24"
"543"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2018","يونيو","June","92.04"
"144","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2015","ديسمبر","December","105.43"
"344","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2017","مارس","March","108.98"
"544"," مجموعة التعليم","Education group","8.48","2018","يونيو","June","118.16"
"145"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2015","ديسمبر","December","101.71"
"345"," مجموعة الصحة","Health group","0.85","2017","مارس","March","102.16"
"545"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2018","يونيو","June","117.10"
"146"," مجموعة التبغ","Tobacco group","0.35","2015","ديسمبر","December","104.40"
"346"," مجموعة النقل","Transport group","10.62","2017","مارس","March","104.96"
"546"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2018","يونيو","June","117.78"
"147"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2015","ديسمبر","December","99.75"
"347"," مجموعة الاتصالات","Communication group","5.22","2017","مارس","March","100.21"
"547","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2018","يوليو","July","110.83"
"148","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2015","ديسمبر","December","108.70"
"348"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2017","مارس","March","104.11"
"548"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2018","يوليو","July","106.36"
"149","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2015","ديسمبر","December","110.14"
"349"," مجموعة التعليم","Education group","8.48","2017","مارس","March","113.67"
"549"," مجموعة التبغ","Tobacco group","0.35","2018","يوليو","July","177.33"
"150"," مجموعة الصحة","Health group","0.85","2015","ديسمبر","December","102.08"
"350"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2017","مارس","March","105.88"
"550"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2018","يوليو","July","107.15"
"151"," مجموعة النقل","Transport group","10.62","2015","ديسمبر","December","100.94"
"351"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2017","مارس","March","120.97"
"551","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2018","يوليو","July","108.54"
"152"," مجموعة الاتصالات","Communication group","5.22","2015","ديسمبر","December","100.53"
"352","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2017","إبريل","April","108.76"
"552","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2018","يوليو","July","112.79"
"153"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2015","ديسمبر","December","101.44"
"353"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2017","إبريل","April","100.06"
"553"," مجموعة الصحة","Health group","0.85","2018","يوليو","July","102.33"
"154"," مجموعة التعليم","Education group","8.48","2015","ديسمبر","December","106.07"
"354"," مجموعة التبغ","Tobacco group","0.35","2017","إبريل","April","99.34"
"554"," مجموعة النقل","Transport group","10.62","2018","يوليو","July","118.22"
"155"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2015","ديسمبر","December","103.40"
"355"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2017","إبريل","April","109.11"
"555"," مجموعة الاتصالات","Communication group","5.22","2018","يوليو","July","105.44"
"156"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2015","ديسمبر","December","103.50"
"356","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2017","إبريل","April","112.23"
"556"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2018","يوليو","July","94.36"
"157","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2016","يناير","January","104.85"
"357","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2017","إبريل","April","108.72"
"557"," مجموعة التعليم","Education group","8.48","2018","يوليو","July","118.16"
"158"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2016","يناير","January","99.64"
"358"," مجموعة الصحة","Health group","0.85","2017","إبريل","April","102.16"
"558"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2018","يوليو","July","118.10"
"159"," مجموعة التبغ","Tobacco group","0.35","2016","يناير","January","104.42"
"359"," مجموعة النقل","Transport group","10.62","2017","إبريل","April","103.19"
"559"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2018","يوليو","July","117.79"
"160"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2016","يناير","January","99.75"
"360"," مجموعة الاتصالات","Communication group","5.22","2017","إبريل","April","100.14"
"560","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2018","أغسطس","August","111.06"
"161","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2016","يناير","January","109.43"
"361"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2017","إبريل","April","104.12"
"561"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2018","أغسطس","August","106.17"
"162","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2016","يناير","January","110.15"
"362"," مجموعة التعليم","Education group","8.48","2017","إبريل","April","114.47"
"562"," مجموعة التبغ","Tobacco group","0.35","2018","أغسطس","August","177.33"
"163"," مجموعة الصحة","Health group","0.85","2016","يناير","January","101.84"
"363"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2017","إبريل","April","105.98"
"563"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2018","أغسطس","August","107.15"
"164"," مجموعة النقل","Transport group","10.62","2016","يناير","January","95.30"
"364"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2017","إبريل","April","117.39"
"564","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2018","أغسطس","August","107.89"
"165"," مجموعة الاتصالات","Communication group","5.22","2016","يناير","January","100.45"
"365","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2017","مايو","May","108.53"
"565","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2018","أغسطس","August","112.86"
"166"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2016","يناير","January","101.44"
"366"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2017","مايو","May","101.50"
"566"," مجموعة الصحة","Health group","0.85","2018","أغسطس","August","102.33"
"167"," مجموعة التعليم","Education group","8.48","2016","يناير","January","106.07"
"367"," مجموعة التبغ","Tobacco group","0.35","2017","مايو","May","99.34"
"567"," مجموعة النقل","Transport group","10.62","2018","أغسطس","August","122.92"
"168"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2016","يناير","January","103.56"
"368"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2017","مايو","May","109.11"
"568"," مجموعة الاتصالات","Communication group","5.22","2018","أغسطس","August","105.60"
"169"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2016","يناير","January","102.86"
"369","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2017","مايو","May","112.21"
"569"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2018","أغسطس","August","96.73"
"170","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2016","فبراير","February","104.73"
"370","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2017","مايو","May","108.55"
"570"," مجموعة التعليم","Education group","8.48","2018","أغسطس","August","118.16"
"171"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2016","فبراير","February","99.34"
"371"," مجموعة الصحة","Health group","0.85","2017","مايو","May","102.16"
"571"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2018","أغسطس","August","118.14"
"172"," مجموعة التبغ","Tobacco group","0.35","2016","فبراير","February","104.42"
"372"," مجموعة النقل","Transport group","10.62","2017","مايو","May","102.84"
"572"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2018","أغسطس","August","117.31"
"173"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2016","فبراير","February","99.75"
"373"," مجموعة الاتصالات","Communication group","5.22","2017","مايو","May","100.03"
"573","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2018","سبتمبر","September","110.12"
"174","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2016","فبراير","February","109.75"
"374"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2017","مايو","May","89.09"
"574"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2018","سبتمبر","September","106.58"
"175","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2016","فبراير","February","110.14"
"375"," مجموعة التعليم","Education group","8.48","2017","مايو","May","114.47"
"575"," مجموعة التبغ","Tobacco group","0.35","2018","سبتمبر","September","177.33"
"176"," مجموعة الصحة","Health group","0.85","2016","فبراير","February","101.84"
"376"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2017","مايو","May","105.71"
"576"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2018","سبتمبر","September","106.16"
"177"," مجموعة النقل","Transport group","10.62","2016","فبراير","February","92.88"
"377"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2017","مايو","May","117.28"
"577","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2018","سبتمبر","September","107.29"
"178"," مجموعة الاتصالات","Communication group","5.22","2016","فبراير","February","100.45"
"378","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2017","يونيو","June","109.46"
"578","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2018","سبتمبر","September","112.81"
"179"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2016","فبراير","February","101.47"
"379"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2017","يونيو","June","103.04"
"579"," مجموعة الصحة","Health group","0.85","2018","سبتمبر","September","102.32"
"180"," مجموعة التعليم","Education group","8.48","2016","فبراير","February","106.07"
"380"," مجموعة التبغ","Tobacco group","0.35","2017","يونيو","June","99.34"
"580"," مجموعة النقل","Transport group","10.62","2018","سبتمبر","September","117.71"
"181"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2016","فبراير","February","103.54"
"381"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2017","يونيو","June","110.86"
"581"," مجموعة الاتصالات","Communication group","5.22","2018","سبتمبر","September","105.64"
"182"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2016","فبراير","February","103.50"
"382","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2017","يونيو","June","112.09"
"582"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2018","سبتمبر","September","90.29"
"183","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2016","مارس","March","105.02"
"383","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2017","يونيو","June","108.73"
"583"," مجموعة التعليم","Education group","8.48","2018","سبتمبر","September","118.19"
"184"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2016","مارس","March","100.18"
"384"," مجموعة الصحة","Health group","0.85","2017","يونيو","June","102.29"
"584"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2018","سبتمبر","September","118.07"
"185"," مجموعة التبغ","Tobacco group","0.35","2016","مارس","March","104.42"
"385"," مجموعة النقل","Transport group","10.62","2017","يونيو","June","110.18"
"585"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2018","سبتمبر","September","117.13"
"186"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2016","مارس","March","104.14"
"386"," مجموعة الاتصالات","Communication group","5.22","2017","يونيو","June","99.98"
"586","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2018","أكتوبر","October","109.75"
"187","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2016","مارس","March","110.10"
"387"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2017","يونيو","June","89.15"
"587"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2018","أكتوبر","October","107.32"
"188","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2016","مارس","March","110.01"
"388"," مجموعة التعليم","Education group","8.48","2017","يونيو","June","114.47"
"588"," مجموعة التبغ","Tobacco group","0.35","2018","أكتوبر","October","177.33"
"189"," مجموعة الصحة","Health group","0.85","2016","مارس","March","101.84"
"389"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2017","يونيو","June","105.75"
"589"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2018","أكتوبر","October","106.16"
"190"," مجموعة النقل","Transport group","10.62","2016","مارس","March","91.53"
"390"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2017","يونيو","June","116.64"
"590","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2018","أكتوبر","October","106.63"
"191"," مجموعة الاتصالات","Communication group","5.22","2016","مارس","March","100.45"
"391","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2017","يوليو","July","108.42"
"591","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2018","أكتوبر","October","113.45"
"192"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2016","مارس","March","101.46"
"392"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2017","يوليو","July","102.61"
"592"," مجموعة الصحة","Health group","0.85","2018","أكتوبر","October","102.32"
"193"," مجموعة التعليم","Education group","8.48","2016","مارس","March","106.07"
"393"," مجموعة التبغ","Tobacco group","0.35","2017","يوليو","July","99.34"
"593"," مجموعة النقل","Transport group","10.62","2018","أكتوبر","October","117.06"
"194"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2016","مارس","March","103.56"
"394"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2017","يوليو","July","110.86"
"594"," مجموعة الاتصالات","Communication group","5.22","2018","أكتوبر","October","105.48"
"195"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2016","مارس","March","105.00"
"395","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2017","يوليو","July","112.09"
"595"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2018","أكتوبر","October","91.77"
"196","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2016","إبريل","April","105.75"
"396","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2017","يوليو","July","109.12"
"596"," مجموعة التعليم","Education group","8.48","2018","أكتوبر","October","118.19"
"197"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2016","إبريل","April","100.95"
"397"," مجموعة الصحة","Health group","0.85","2017","يوليو","July","102.29"
"597"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2018","أكتوبر","October","118.42"
"198"," مجموعة التبغ","Tobacco group","0.35","2016","إبريل","April","104.42"
"398"," مجموعة النقل","Transport group","10.62","2017","يوليو","July","101.02"
"598"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2018","أكتوبر","October","114.03"
"199"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2016","إبريل","April","104.14"
"399"," مجموعة الاتصالات","Communication group","5.22","2017","يوليو","July","99.99"
"599","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2018","نوفمبر","November","109.44"
"200","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2016","إبريل","April","110.38"
"400"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2017","يوليو","July","89.13"
"600"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2018","نوفمبر","November","107.40"
"1","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2015","يناير","January","101.21"
"201","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2016","إبريل","April","109.88"
"401"," مجموعة التعليم","Education group","8.48","2017","يوليو","July","114.47"
"601"," مجموعة التبغ","Tobacco group","0.35","2018","نوفمبر","November","177.33"
"2"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2015","يناير","January","97.45"
"202"," مجموعة الصحة","Health group","0.85","2016","إبريل","April","101.84"
"402"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2017","يوليو","July","105.58"
"602"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2018","نوفمبر","November","104.86"
"3"," مجموعة التبغ","Tobacco group","0.35","2015","يناير","January","105.32"
"203"," مجموعة النقل","Transport group","10.62","2016","إبريل","April","94.34"
"403"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2017","يوليو","July","116.41"
"603","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2018","نوفمبر","November","105.95"
"4"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2015","يناير","January","105.09"
"204"," مجموعة الاتصالات","Communication group","5.22","2016","إبريل","April","100.45"
"404","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2017","أغسطس","August","108.67"
"604","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2018","نوفمبر","November","113.33"
"5","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2015","يناير","January","103.04"
"205"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2016","إبريل","April","101.34"
"405"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2017","أغسطس","August","102.77"
"605"," مجموعة الصحة","Health group","0.85","2018","نوفمبر","November","102.32"
"6","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2015","يناير","January","100.32"
"206"," مجموعة التعليم","Education group","8.48","2016","إبريل","April","108.81"
"406"," مجموعة التبغ","Tobacco group","0.35","2017","أغسطس","August","99.34"
"606"," مجموعة النقل","Transport group","10.62","2018","نوفمبر","November","117.09"
"7"," مجموعة الصحة","Health group","0.85","2015","يناير","January","100.97"
"207"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2016","إبريل","April","103.19"
"407"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2017","أغسطس","August","110.86"
"607"," مجموعة الاتصالات","Communication group","5.22","2018","نوفمبر","November","105.45"
"8"," مجموعة النقل","Transport group","10.62","2015","يناير","January","98.18"
"208"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2016","إبريل","April","104.98"
"408","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2017","أغسطس","August","111.91"
"608"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2018","نوفمبر","November","90.61"
"9"," مجموعة الاتصالات","Communication group","5.22","2015","يناير","January","100.89"
"209","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2016","مايو","May","106.13"
"409","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2017","أغسطس","August","109.19"
"609"," مجموعة التعليم","Education group","8.48","2018","نوفمبر","November","118.19"
"10"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2015","يناير","January","99.97"
"210"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2016","مايو","May","100.06"
"410"," مجموعة الصحة","Health group","0.85","2017","أغسطس","August","102.29"
"610"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2018","نوفمبر","November","118.58"
"11"," مجموعة التعليم","Education group","8.48","2015","يناير","January","101.35"
"211"," مجموعة التبغ","Tobacco group","0.35","2016","مايو","May","104.42"
"411"," مجموعة النقل","Transport group","10.62","2017","أغسطس","August","103.76"
"611"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2018","نوفمبر","November","114.53"
"12"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2015","يناير","January","100.48"
"212"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2016","مايو","May","104.14"
"412"," مجموعة الاتصالات","Communication group","5.22","2017","أغسطس","August","99.99"
"612","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2018","ديسمبر","December","108.95"
"13"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2015","يناير","January","101.52"
"213","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2016","مايو","May","110.63"
"413"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2017","أغسطس","August","89.12"
"613"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2018","ديسمبر","December","106.62"
"14","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2015","فبراير","February","101.43"
"214","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2016","مايو","May","109.80"
"414"," مجموعة التعليم","Education group","8.48","2017","أغسطس","August","114.47"
"614"," مجموعة التبغ","Tobacco group","0.35","2018","ديسمبر","December","177.33"
"15"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2015","فبراير","February","97.83"
"215"," مجموعة الصحة","Health group","0.85","2016","مايو","May","101.84"
"415"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2017","أغسطس","August","105.55"
"615"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2018","ديسمبر","December","108.74"
"16"," مجموعة التبغ","Tobacco group","0.35","2015","فبراير","February","105.32"
