"id","main_expenditure_groups_ar","main_expenditure_groups_en","weight","year","month_ar","month_en","price_index"
"238"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2016","يوليو","July","106.40"
"438"," مجموعة الاتصالات","Communication group","5.22","2017","أكتوبر","October","100.16"
"638","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2019","فبراير","February","107.08"
"39"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2015","مارس","March","101.34"
"239","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2016","يوليو","July","111.13"
"439"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2017","أكتوبر","October","88.94"
"639"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2019","فبراير","February","104.80"
"40","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2015","إبريل","April","102.13"
"240","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2016","يوليو","July","109.78"
"440"," مجموعة التعليم","Education group","8.48","2017","أكتوبر","October","116.98"
"640"," مجموعة التبغ","Tobacco group","0.35","2019","فبراير","February","177.23"
"41"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2015","إبريل","April","98.02"
"241"," مجموعة الصحة","Health group","0.85","2016","يوليو","July","103.73"
"441"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2017","أكتوبر","October","108.53"
"641"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2019","فبراير","February","103.78"
"42"," مجموعة التبغ","Tobacco group","0.35","2015","إبريل","April","103.85"
"242"," مجموعة النقل","Transport group","10.62","2016","يوليو","July","102.80"
"442"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2017","أكتوبر","October","114.20"
"642","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2019","فبراير","February","104.25"
"43"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2015","إبريل","April","106.96"
"243"," مجموعة الاتصالات","Communication group","5.22","2016","يوليو","July","100.53"
"443","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2017","نوفمبر","November","108.89"
"643","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2019","فبراير","February","113.29"
"44","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2015","إبريل","April","104.83"
"244"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2016","يوليو","July","104.35"
"444"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2017","نوفمبر","November","103.58"
"644"," مجموعة الصحة","Health group","0.85","2019","فبراير","February","102.51"
"45","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2015","إبريل","April","100.83"
"245"," مجموعة التعليم","Education group","8.48","2016","يوليو","July","108.81"
"445"," مجموعة التبغ","Tobacco group","0.35","2017","نوفمبر","November","157.77"
"645"," مجموعة النقل","Transport group","10.62","2019","فبراير","February","104.56"
"46"," مجموعة الصحة","Health group","0.85","2015","إبريل","April","101.30"
"246"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2016","يوليو","July","103.67"
"446"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2017","نوفمبر","November","110.96"
"646"," مجموعة الاتصالات","Communication group","5.22","2019","فبراير","February","105.37"
"47"," مجموعة النقل","Transport group","10.62","2015","إبريل","April","97.07"
"247"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2016","يوليو","July","105.08"
"447","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2017","نوفمبر","November","111.20"
"647"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2019","فبراير","February","89.45"
"48"," مجموعة الاتصالات","Communication group","5.22","2015","إبريل","April","100.89"
"248","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2016","أغسطس","August","107.80"
"448","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2017","نوفمبر","November","109.05"
"648"," مجموعة التعليم","Education group","8.48","2019","فبراير","February","118.19"
"49"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2015","إبريل","April","99.51"
"249"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2016","أغسطس","August","104.17"
"449"," مجموعة الصحة","Health group","0.85","2017","نوفمبر","November","102.57"
"649"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2019","فبراير","February","120.60"
"50"," مجموعة التعليم","Education group","8.48","2015","إبريل","April","101.89"
"250"," مجموعة التبغ","Tobacco group","0.35","2016","أغسطس","August","104.56"
"450"," مجموعة النقل","Transport group","10.62","2017","نوفمبر","November","103.49"
"650"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2019","فبراير","February","115.00"
"51"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2015","إبريل","April","101.35"
"251"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2016","أغسطس","August","108.16"
"451"," مجموعة الاتصالات","Communication group","5.22","2017","نوفمبر","November","100.16"
"52"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2015","إبريل","April","102.56"
"252","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2016","أغسطس","August","111.38"
"452"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2017","نوفمبر","November","88.98"
"53","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2015","مايو","May","102.66"
"253","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2016","أغسطس","August","109.74"
"453"," مجموعة التعليم","Education group","8.48","2017","نوفمبر","November","116.98"
"54"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2015","مايو","May","99.90"
"254"," مجموعة الصحة","Health group","0.85","2016","أغسطس","August","103.72"
"454"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2017","نوفمبر","November","108.61"
"55"," مجموعة التبغ","Tobacco group","0.35","2015","مايو","May","103.85"
"255"," مجموعة النقل","Transport group","10.62","2016","أغسطس","August","102.83"
"455"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2017","نوفمبر","November","114.86"
"56"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2015","مايو","May","106.96"
"256"," مجموعة الاتصالات","Communication group","5.22","2016","أغسطس","August","100.50"
"456","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2017","ديسمبر","December","109.36"
"57","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2015","مايو","May","105.37"
"257"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2016","أغسطس","August","104.27"
"457"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2017","ديسمبر","December","103.00"
"58","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2015","مايو","May","100.79"
"258"," مجموعة التعليم","Education group","8.48","2016","أغسطس","August","108.81"
"458"," مجموعة التبغ","Tobacco group","0.35","2017","ديسمبر","December","158.06"
"59"," مجموعة الصحة","Health group","0.85","2015","مايو","May","101.30"
"259"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2016","أغسطس","August","103.70"
"459"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2017","ديسمبر","December","112.61"
"60"," مجموعة النقل","Transport group","10.62","2015","مايو","May","97.67"
"260"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2016","أغسطس","August","106.90"
"460","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2017","ديسمبر","December","110.90"
"61"," مجموعة الاتصالات","Communication group","5.22","2015","مايو","May","100.89"
"261","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2016","سبتمبر","September","107.92"
"461","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2017","ديسمبر","December","109.18"
"62"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2015","مايو","May","99.51"
"262"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2016","سبتمبر","September","103.71"
"462"," مجموعة الصحة","Health group","0.85","2017","ديسمبر","December","102.51"
"63"," مجموعة التعليم","Education group","8.48","2015","مايو","May","101.89"
"263"," مجموعة التبغ","Tobacco group","0.35","2016","سبتمبر","September","104.56"
"463"," مجموعة النقل","Transport group","10.62","2017","ديسمبر","December","109.27"
"64"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2015","مايو","May","100.99"
"264"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2016","سبتمبر","September","108.16"
"464"," مجموعة الاتصالات","Communication group","5.22","2017","ديسمبر","December","100.11"
"65"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2015","مايو","May","102.57"
"265","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2016","سبتمبر","September","111.57"
"465"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2017","ديسمبر","December","88.67"
"66","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2015","يونيو","June","103.24"
"266","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2016","سبتمبر","September","109.69"
"466"," مجموعة التعليم","Education group","8.48","2017","ديسمبر","December","116.98"
"67"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2015","يونيو","June","101.36"
"267"," مجموعة الصحة","Health group","0.85","2016","سبتمبر","September","103.71"
"467"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2017","ديسمبر","December","109.39"
"68"," مجموعة التبغ","Tobacco group","0.35","2015","يونيو","June","103.85"
"268"," مجموعة النقل","Transport group","10.62","2016","سبتمبر","September","99.94"
"468"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2017","ديسمبر","December","114.97"
"69"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2015","يونيو","June","103.64"
"269"," مجموعة الاتصالات","Communication group","5.22","2016","سبتمبر","September","100.41"
"469","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2018","يناير","January","111.59"
"70","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2015","يونيو","June","105.91"
"270"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2016","سبتمبر","September","104.40"
"470"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2018","يناير","January","106.52"
"71","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2015","يونيو","June","100.76"
"271"," مجموعة التعليم","Education group","8.48","2016","سبتمبر","September","113.67"
"471"," مجموعة التبغ","Tobacco group","0.35","2018","يناير","January","172.38"
"72"," مجموعة الصحة","Health group","0.85","2015","يونيو","June","101.30"
"272"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2016","سبتمبر","September","104.07"
"472"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2018","يناير","January","115.98"
"73"," مجموعة النقل","Transport group","10.62","2015","يونيو","June","99.90"
"273"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2016","سبتمبر","September","106.64"
"473","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2018","يناير","January","111.39"
"74"," مجموعة الاتصالات","Communication group","5.22","2015","يونيو","June","100.89"
"274","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2016","أكتوبر","October","107.75"
"474","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2018","يناير","January","110.24"
"75"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2015","يونيو","June","99.44"
"275"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2016","أكتوبر","October","103.09"
"475"," مجموعة الصحة","Health group","0.85","2018","يناير","January","102.74"
"76"," مجموعة التعليم","Education group","8.48","2015","يونيو","June","101.89"
"276"," مجموعة التبغ","Tobacco group","0.35","2016","أكتوبر","October","104.56"
"476"," مجموعة النقل","Transport group","10.62","2018","يناير","January","112.25"
"77"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2015","يونيو","June","100.56"
"277"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2016","أكتوبر","October","108.16"
"477"," مجموعة الاتصالات","Communication group","5.22","2018","يناير","January","105.72"
"78"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2015","يونيو","June","102.57"
"278","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2016","أكتوبر","October","111.73"
"478"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2018","يناير","January","93.22"
"79","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2015","يوليو","July","104.20"
"279","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2016","أكتوبر","October","109.40"
"479"," مجموعة التعليم","Education group","8.48","2018","يناير","January","118.16"
"80"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2015","يوليو","July","103.62"
"280"," مجموعة الصحة","Health group","0.85","2016","أكتوبر","October","101.57"
"480"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2018","يناير","January","117.80"
"81"," مجموعة التبغ","Tobacco group","0.35","2015","يوليو","July","104.40"
"281"," مجموعة النقل","Transport group","10.62","2016","أكتوبر","October","98.74"
"481"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2018","يناير","January","119.30"
"82"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2015","يوليو","July","103.64"
"282"," مجموعة الاتصالات","Communication group","5.22","2016","أكتوبر","October","100.39"
"482","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2018","فبراير","February","111.43"
"83","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2015","يوليو","July","106.44"
"283"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2016","أكتوبر","October","104.40"
"483"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2018","فبراير","February","105.84"
"84","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2015","يوليو","July","110.10"
"284"," مجموعة التعليم","Education group","8.48","2016","أكتوبر","October","113.67"
"484"," مجموعة التبغ","Tobacco group","0.35","2018","فبراير","February","172.38"
"85"," مجموعة الصحة","Health group","0.85","2015","يوليو","July","102.06"
"285"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2016","أكتوبر","October","104.18"
"485"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2018","فبراير","February","114.86"
"86"," مجموعة النقل","Transport group","10.62","2015","يوليو","July","99.62"
"286"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2016","أكتوبر","October","106.52"
"486","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2018","فبراير","February","111.01"
"87"," مجموعة الاتصالات","Communication group","5.22","2015","يوليو","July","100.53"
"287","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2016","نوفمبر","November","107.85"
"487","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2018","فبراير","February","112.13"
"88"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2015","يوليو","July","101.13"
"288"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2016","نوفمبر","November","103.72"
"488"," مجموعة الصحة","Health group","0.85","2018","فبراير","February","102.75"
"89"," مجموعة التعليم","Education group","8.48","2015","يوليو","July","101.89"
"289"," مجموعة التبغ","Tobacco group","0.35","2016","نوفمبر","November","104.58"
"489"," مجموعة النقل","Transport group","10.62","2018","فبراير","February","112.75"
"90"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2015","يوليو","July","102.22"
"290"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2016","نوفمبر","November","108.13"
"490"," مجموعة الاتصالات","Communication group","5.22","2018","فبراير","February","105.80"
"91"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2015","يوليو","July","103.03"
"291","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2016","نوفمبر","November","111.82"
"491"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2018","فبراير","February","91.93"
"92","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2015","أغسطس","August","105.71"
"292","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2016","نوفمبر","November","109.36"
"492"," مجموعة التعليم","Education group","8.48","2018","فبراير","February","118.16"
"93"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2015","أغسطس","August","101.40"
"293"," مجموعة الصحة","Health group","0.85","2016","نوفمبر","November","101.58"
"493"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2018","فبراير","February","117.82"
"94"," مجموعة التبغ","Tobacco group","0.35","2015","أغسطس","August","104.40"
"294"," مجموعة النقل","Transport group","10.62","2016","نوفمبر","November","99.16"
"494"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2018","فبراير","February","119.63"
"95"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2015","أغسطس","August","103.64"
"295"," مجموعة الاتصالات","Communication group","5.22","2016","نوفمبر","November","100.22"
"495","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2018","مارس","March","111.06"
"96","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2015","أغسطس","August","106.99"
"296"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2016","نوفمبر","November","104.19"
"496"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2018","مارس","March","105.51"
"97","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2015","أغسطس","August","110.37"
"297"," مجموعة التعليم","Education group","8.48","2016","نوفمبر","November","113.67"
"497"," مجموعة التبغ","Tobacco group","0.35","2018","مارس","March","172.38"
"98"," مجموعة الصحة","Health group","0.85","2015","أغسطس","August","102.06"
"298"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2016","نوفمبر","November","103.96"
"498"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2018","مارس","March","115.84"
"99"," مجموعة النقل","Transport group","10.62","2015","أغسطس","August","113.97"
"299"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2016","نوفمبر","November","105.70"
"499","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2018","مارس","March","110.55"
"100"," مجموعة الاتصالات","Communication group","5.22","2015","أغسطس","August","100.53"
"300","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2016","ديسمبر","December","107.79"
"500","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2018","مارس","March","112.26"
"101"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2015","أغسطس","August","101.04"
"301"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2016","ديسمبر","December","101.41"
"501"," مجموعة الصحة","Health group","0.85","2018","مارس","March","102.73"
"102"," مجموعة التعليم","Education group","8.48","2015","أغسطس","August","101.89"
"302"," مجموعة التبغ","Tobacco group","0.35","2016","ديسمبر","December","104.58"
"502"," مجموعة النقل","Transport group","10.62","2018","مارس","March","111.93"
"103"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2015","أغسطس","August","102.57"
"303"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2016","ديسمبر","December","107.72"
"503"," مجموعة الاتصالات","Communication group","5.22","2018","مارس","March","105.78"
"104"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2015","أغسطس","August","103.29"
"304","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2016","ديسمبر","December","111.84"
"504"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2018","مارس","March","91.17"
"105","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2015","سبتمبر","September","105.84"
"305","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2016","ديسمبر","December","109.58"
"505"," مجموعة التعليم","Education group","8.48","2018","مارس","March","118.16"
"106"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2015","سبتمبر","September","102.70"
"306"," مجموعة الصحة","Health group","0.85","2016","ديسمبر","December","101.60"
"506"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2018","مارس","March","117.70"
"107"," مجموعة التبغ","Tobacco group","0.35","2015","سبتمبر","September","104.40"
"307"," مجموعة النقل","Transport group","10.62","2016","ديسمبر","December","100.53"
"507"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2018","مارس","March","118.81"
"108"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2015","سبتمبر","September","104.67"
"308"," مجموعة الاتصالات","Communication group","5.22","2016","ديسمبر","December","100.21"
"508","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2018","إبريل","April","110.71"
"109","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2015","سبتمبر","September","107.48"
"309"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2016","ديسمبر","December","104.11"
"509"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2018","إبريل","April","105.20"
"110","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2015","سبتمبر","September","110.02"
"310"," مجموعة التعليم","Education group","8.48","2016","ديسمبر","December","113.67"
"510"," مجموعة التبغ","Tobacco group","0.35","2018","إبريل","April","172.30"
"111"," مجموعة الصحة","Health group","0.85","2015","سبتمبر","September","102.08"
"311"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2016","ديسمبر","December","104.47"
"511"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2018","إبريل","April","115.20"
"112"," مجموعة النقل","Transport group","10.62","2015","سبتمبر","September","107.79"
"312"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2016","ديسمبر","December","106.93"
"512","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2018","إبريل","April","110.09"
"113"," مجموعة الاتصالات","Communication group","5.22","2015","سبتمبر","September","100.53"
"313","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2017","يناير","January","108.67"
"513","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2018","إبريل","April","112.11"
"114"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2015","سبتمبر","September","101.46"
"314"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2017","يناير","January","100.52"
"514"," مجموعة الصحة","Health group","0.85","2018","إبريل","April","102.74"
"115"," مجموعة التعليم","Education group","8.48","2015","سبتمبر","September","106.07"
"315"," مجموعة التبغ","Tobacco group","0.35","2017","يناير","January","98.71"
"515"," مجموعة النقل","Transport group","10.62","2018","إبريل","April","110.70"
"116"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2015","سبتمبر","September","103.12"
"316"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2017","يناير","January","107.75"
"516"," مجموعة الاتصالات","Communication group","5.22","2018","إبريل","April","105.67"
"117"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2015","سبتمبر","September","103.40"
"317","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2017","يناير","January","112.14"
"517"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2018","إبريل","April","92.40"
"118","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2015","أكتوبر","October","105.17"
"318","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2017","يناير","January","109.62"
"518"," مجموعة التعليم","Education group","8.48","2018","إبريل","April","118.16"
"119"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2015","أكتوبر","October","102.64"
"319"," مجموعة الصحة","Health group","0.85","2017","يناير","January","102.14"
"519"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2018","إبريل","April","117.58"
"120"," مجموعة التبغ","Tobacco group","0.35","2015","أكتوبر","October","104.40"
"320"," مجموعة النقل","Transport group","10.62","2017","يناير","January","101.38"
"520"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2018","إبريل","April","119.24"
"121"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2015","أكتوبر","October","104.67"
"321"," مجموعة الاتصالات","Communication group","5.22","2017","يناير","January","100.24"
"521","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2018","مايو","May","110.71"
"122","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2015","أكتوبر","October","107.90"
"322"," مجموعة الترفيه والثقافه","Recreation and Culture group","2.33","2017","يناير","January","103.95"
"522"," مجموعة الطعام والمشروبات","Food and beverages group","13.09","2018","مايو","May","105.18"
"123","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2015","أكتوبر","October","110.01"
"323"," مجموعة التعليم","Education group","8.48","2017","يناير","January","113.67"
"523"," مجموعة التبغ","Tobacco group","0.35","2018","مايو","May","172.30"
"124"," مجموعة الصحة","Health group","0.85","2015","أكتوبر","October","102.08"
"324"," مجموعة المطاعم والفنادق","Restaurants and hotels group","4.00","2017","يناير","January","104.34"
"524"," مجموعة الملابس وملبوسات القدم","Clothing and Footwear group","2.05","2018","مايو","May","115.20"
"125"," مجموعة النقل","Transport group","10.62","2015","أكتوبر","October","99.61"
"325"," مجموعة السلع والخدمات المتنوعة","Miscellaneous Goods and Services group","5.63","2017","يناير","January","120.98"
"525","مجموعة السكن والمياه والكهرباء والغاز والوقود","Housing/water/electricity/gas/other fuels group","43.62","2018","مايو","May","109.62"
"126"," مجموعة الاتصالات","Communication group","5.22","2015","أكتوبر","October","100.53"
"326","الرقم القياسي لأسعار المستهلك ","General index number","100.00","2017","فبراير","February","108.89"
"526","مجموعة الاثاث والتأثيث والأدوات المنزلية وإصلاحها","Furnishings/household equipment/routine household maintenance group","3.76","2018","مايو","May","112.12"
